id,magnitude,color_index,size,ellipticity,label
obj_0017551,14.41,0.58,3.1,0.13,spiral
obj_0017552,15.26,1.24,2.38,0.09,spiral
obj_0017553,18.53,0.69,4.51,0.33,spiral
obj_0017554,14.3,0.86,3.62,0.02,spiral
obj_0017555,16.88,0.81,1.7,0.22,spiral
obj_0017556,16.59,0.39,3.12,0.04,spiral
obj_0017557,15.96,0.52,2.26,0.24,spiral
obj_0017558,16.78,0.8,2.52,0.05,elliptical
obj_0017559,14.26,0.73,2.24,0.16,spiral
obj_0017560,18.48,0.08,2.79,0.01,spiral
obj_0017561,18.89,0.9,1.36,0.02,spiral
obj_0017562,16.07,0.65,2.05,0.4,spiral
obj_0017563,19.63,0.03,2.02,0.05,elliptical
obj_0017564,15.4,0.41,2.19,0.06,spiral
obj_0017565,16.6,0.8,1.03,0.0,elliptical
obj_0017566,18.15,0.41,2.01,0.1,elliptical
obj_0017567,15.31,0.43,2.39,0.26,spiral
obj_0017568,13.93,0.82,1.98,0.06,spiral
obj_0017569,13.58,0.39,2.14,0.17,elliptical
obj_0017570,19.09,0.8,2.62,0.37,spiral
obj_0017571,15.21,0.24,3.46,0.42,spiral
obj_0017572,15.72,0.84,3.07,0.03,elliptical
obj_0017573,14.33,0.94,2.96,0.33,elliptical
obj_0017574,17.42,0.65,4.12,0.09,spiral
obj_0017575,14.83,0.6,2.5,0.05,spiral
obj_0017576,15.26,0.28,3.22,0.05,elliptical
obj_0017577,16.45,0.88,2.61,0.14,elliptical
obj_0017578,14.4,0.64,1.4,0.09,elliptical
obj_0017579,15.73,0.94,2.69,0.0,spiral
obj_0017580,18.1,0.77,2.68,0.1,spiral
obj_0017581,16.64,1.03,1.58,0.06,spiral
obj_0017582,16.2,0.86,1.5,0.02,spiral
obj_0017583,16.32,0.89,2.63,0.5,spiral
obj_0017584,15.42,0.68,1.76,0.16,elliptical
obj_0017585,18.99,0.5,3.4,0.06,elliptical
obj_0017586,14.78,0.59,2.6,0.42,spiral
obj_0017587,16.32,0.48,2.04,0.06,spiral
obj_0017588,16.17,0.76,3.18,0.01,elliptical
obj_0017589,17.51,0.14,1.55,0.13,spiral
obj_0017590,17.65,0.7,3.15,0.26,elliptical
obj_0017591,15.95,0.66,3.7,0.21,spiral
obj_0017592,16.44,0.65,2.55,0.08,elliptical
obj_0017593,16.49,0.36,1.96,0.2,spiral
obj_0017594,12.59,0.21,3.31,0.07,spiral
obj_0017595,13.62,0.37,3.42,0.48,spiral
obj_0017596,15.09,0.58,2.25,0.16,elliptical
obj_0017597,15.16,0.57,2.17,0.26,elliptical
obj_0017598,14.2,0.55,2.59,0.05,spiral
obj_0017599,17.12,0.6,1.62,0.04,spiral
obj_0017600,16.0,0.33,3.96,0.14,elliptical
obj_0017601,15.68,0.66,2.83,0.01,spiral
obj_0017602,14.12,0.03,1.36,0.04,spiral
obj_0017603,15.93,0.95,0.71,0.29,elliptical
obj_0017604,12.06,0.5,0.19,0.18,spiral
obj_0017605,15.76,1.04,3.29,0.23,elliptical
obj_0017606,16.09,0.55,1.94,0.17,spiral
obj_0017607,16.36,0.72,0.97,0.09,elliptical
obj_0017608,13.65,1.11,1.86,0.51,spiral
obj_0017609,16.34,0.69,3.07,0.0,elliptical
obj_0017610,14.44,0.39,3.48,0.18,elliptical
obj_0017611,14.78,0.89,2.63,0.01,spiral
obj_0017612,17.08,0.69,1.02,0.15,spiral
obj_0017613,19.02,0.26,3.25,0.09,elliptical
obj_0017614,16.08,0.18,1.91,0.1,spiral
obj_0017615,14.77,0.37,4.41,0.04,spiral
obj_0017616,16.28,1.06,1.63,0.07,spiral
obj_0017617,17.41,0.64,2.66,0.14,spiral
obj_0017618,16.93,0.58,1.97,0.15,elliptical
obj_0017619,20.11,0.97,3.26,0.05,elliptical
obj_0017620,14.93,1.15,2.26,0.05,spiral
obj_0017621,16.38,0.62,2.4,0.32,spiral
obj_0017622,18.32,0.8,2.76,0.1,elliptical
obj_0017623,18.23,0.81,0.66,0.03,elliptical
obj_0017624,13.07,0.94,3.15,0.43,spiral
obj_0017625,15.99,0.57,3.18,0.09,spiral
obj_0017626,18.23,0.97,2.16,0.06,elliptical
obj_0017627,20.34,0.11,3.22,0.33,elliptical
obj_0017628,17.06,0.71,2.24,0.58,elliptical
obj_0017629,15.45,0.33,1.37,0.11,elliptical
obj_0017630,14.49,0.44,0.84,0.09,spiral
obj_0017631,19.33,1.05,3.31,0.43,spiral
obj_0017632,17.09,0.49,1.03,0.1,elliptical
obj_0017633,14.73,0.6,2.14,0.33,spiral
obj_0017634,15.7,0.53,2.47,0.27,elliptical
obj_0017635,16.47,0.64,1.86,0.01,spiral
obj_0017636,16.82,0.91,1.97,0.01,spiral
obj_0017637,14.65,0.57,0.88,0.37,elliptical
obj_0017638,15.08,0.9,2.21,0.14,spiral
obj_0017639,13.52,0.77,3.11,0.12,spiral
obj_0017640,17.56,0.23,1.48,0.26,spiral
obj_0017641,15.49,0.73,2.53,0.19,spiral
obj_0017642,16.7,0.97,2.83,0.26,spiral
obj_0017643,18.13,0.62,2.74,0.14,spiral
obj_0017644,16.33,0.68,2.34,0.16,elliptical
obj_0017645,15.83,0.76,1.7,0.12,elliptical
obj_0017646,16.29,0.93,0.12,0.23,spiral
obj_0017647,16.09,1.04,3.84,0.17,elliptical
obj_0017648,17.87,0.89,1.12,0.52,spiral
obj_0017649,16.47,0.65,1.76,0.2,elliptical
obj_0017650,15.18,0.83,2.27,0.19,spiral
obj_0017651,17.57,0.88,1.84,0.17,spiral
obj_0017652,17.85,0.3,3.49,0.11,spiral
obj_0017653,13.99,-0.11,3.03,0.04,spiral
obj_0017654,18.3,0.08,2.12,0.48,spiral
obj_0017655,16.55,0.54,1.58,0.04,elliptical
obj_0017656,16.42,0.67,2.06,0.04,spiral
obj_0017657,17.51,0.29,2.71,0.0,elliptical
obj_0017658,15.15,0.71,3.26,0.26,elliptical
obj_0017659,17.43,0.64,0.91,0.14,spiral
obj_0017660,15.43,0.44,2.74,0.16,elliptical
obj_0017661,13.79,0.81,1.26,0.34,spiral
obj_0017662,14.5,0.18,3.53,0.08,spiral
obj_0017663,16.85,0.65,3.46,0.12,spiral
obj_0017664,14.58,1.07,2.34,0.03,spiral
obj_0017665,18.42,0.54,2.49,0.07,spiral
obj_0017666,17.78,0.83,3.27,0.02,elliptical
obj_0017667,18.0,0.82,2.44,0.16,elliptical
obj_0017668,16.19,0.49,1.97,0.03,spiral
obj_0017669,16.39,0.19,2.12,0.32,spiral
obj_0017670,14.21,0.42,2.67,0.64,spiral
obj_0017671,17.49,0.69,1.7,0.24,elliptical
obj_0017672,16.57,0.92,2.64,0.17,elliptical
obj_0017673,16.85,0.12,3.31,0.05,spiral
obj_0017674,18.53,0.36,3.04,0.03,elliptical
obj_0017675,15.09,0.61,4.66,0.13,elliptical
obj_0017676,15.81,0.35,2.14,0.27,spiral
obj_0017677,16.49,1.03,3.28,0.21,spiral
obj_0017678,14.6,0.56,1.56,0.01,spiral
obj_0017679,15.72,0.68,2.81,0.0,spiral
obj_0017680,16.74,0.35,3.42,0.09,elliptical
obj_0017681,15.51,0.82,2.52,0.04,spiral
obj_0017682,17.96,0.32,1.79,0.01,elliptical
obj_0017683,13.73,0.73,1.45,0.11,elliptical
obj_0017684,17.68,1.08,2.21,0.24,elliptical
obj_0017685,16.99,0.85,3.46,0.39,spiral
obj_0017686,15.15,0.66,1.12,0.02,spiral
obj_0017687,14.61,0.36,2.31,0.05,elliptical
obj_0017688,12.88,0.39,2.57,0.03,elliptical
obj_0017689,14.81,0.73,1.29,0.02,spiral
obj_0017690,17.57,0.64,3.32,0.16,spiral
obj_0017691,15.92,0.87,2.85,0.02,spiral
obj_0017692,17.74,0.59,3.17,0.27,spiral
obj_0017693,15.07,0.76,3.67,0.09,elliptical
obj_0017694,17.06,0.63,2.97,0.03,spiral
obj_0017695,14.92,0.79,3.57,0.1,spiral
obj_0017696,14.55,0.51,1.75,0.35,elliptical
obj_0017697,15.84,0.16,2.67,0.12,spiral
obj_0017698,15.0,0.9,2.65,0.2,elliptical
obj_0017699,13.69,0.56,0.9,0.1,elliptical
obj_0017700,15.73,1.01,3.73,0.02,elliptical
obj_0017701,16.16,0.63,2.85,0.03,spiral
obj_0017702,17.9,0.61,2.09,0.02,spiral
obj_0017703,17.41,1.0,3.09,0.1,spiral
obj_0017704,17.83,0.41,3.08,0.0,spiral
obj_0017705,17.08,0.47,3.2,0.19,spiral
obj_0017706,16.5,0.73,2.48,0.18,spiral
obj_0017707,14.16,0.35,2.41,0.02,spiral
obj_0017708,16.22,1.14,4.22,0.01,spiral
obj_0017709,16.9,0.51,2.98,0.09,spiral
obj_0017710,18.19,0.54,2.21,0.26,spiral
obj_0017711,17.03,1.01,2.52,0.03,spiral
obj_0017712,17.86,0.62,2.65,0.09,elliptical
obj_0017713,14.45,0.35,1.06,0.01,elliptical
obj_0017714,15.51,0.89,1.36,0.05,spiral
obj_0017715,16.64,0.86,2.58,0.33,spiral
obj_0017716,17.74,0.26,4.5,0.12,spiral
obj_0017717,15.78,0.39,2.46,0.04,elliptical
obj_0017718,15.88,0.3,2.14,0.03,spiral
obj_0017719,17.03,-0.51,1.89,0.2,spiral
obj_0017720,14.31,1.23,4.14,0.04,elliptical
obj_0017721,18.41,0.18,3.24,0.11,elliptical
obj_0017722,14.68,0.35,2.05,0.03,spiral
obj_0017723,13.12,0.75,1.41,0.04,spiral
obj_0017724,16.02,0.7,3.35,0.27,elliptical
obj_0017725,18.55,0.8,3.45,0.2,elliptical
obj_0017726,16.88,0.69,2.58,0.2,spiral
obj_0017727,17.13,1.06,1.99,0.45,spiral
obj_0017728,16.06,0.43,3.15,0.25,spiral
obj_0017729,15.77,1.13,2.84,0.09,elliptical
obj_0017730,13.68,0.48,1.2,0.04,spiral
obj_0017731,12.61,0.22,2.55,0.1,elliptical
obj_0017732,16.29,0.48,3.23,0.18,spiral
obj_0017733,17.97,0.75,2.41,0.12,spiral
obj_0017734,16.52,0.98,2.08,0.36,elliptical
obj_0017735,16.94,0.81,1.07,0.03,elliptical
obj_0017736,18.38,0.24,1.94,0.22,elliptical
obj_0017737,16.49,0.34,2.22,0.07,spiral
obj_0017738,15.82,0.43,2.16,0.09,elliptical
obj_0017739,14.77,0.68,3.75,0.07,spiral
obj_0017740,19.03,0.91,2.07,0.03,elliptical
obj_0017741,16.79,0.65,0.95,0.25,spiral
obj_0017742,14.58,0.11,2.66,0.18,elliptical
obj_0017743,14.24,1.01,1.61,0.15,spiral
obj_0017744,17.88,0.41,2.5,0.03,elliptical
obj_0017745,14.44,0.98,2.07,0.22,spiral
obj_0017746,18.78,0.5,1.78,0.06,spiral
obj_0017747,11.87,0.54,0.4,0.4,spiral
obj_0017748,18.13,0.7,2.04,0.31,spiral
obj_0017749,16.73,0.87,3.65,0.48,elliptical
obj_0017750,16.18,1.25,2.29,0.33,elliptical
obj_0017751,15.74,0.48,2.4,0.65,spiral
obj_0017752,18.84,0.55,3.71,0.03,elliptical
obj_0017753,17.06,0.33,3.63,0.42,spiral
obj_0017754,14.65,0.35,2.04,0.22,spiral
obj_0017755,13.42,0.54,2.44,0.21,spiral
obj_0017756,16.27,0.9,2.99,0.1,elliptical
obj_0017757,16.0,0.43,1.92,0.07,elliptical
obj_0017758,13.72,0.9,2.27,0.2,spiral
obj_0017759,15.92,0.49,2.6,0.07,elliptical
obj_0017760,15.14,0.93,2.05,0.1,spiral
obj_0017761,16.01,-0.14,3.31,0.11,spiral
obj_0017762,17.09,0.41,2.9,0.2,elliptical
obj_0017763,18.24,0.91,3.01,0.12,spiral
obj_0017764,17.36,0.74,3.32,0.05,spiral
obj_0017765,14.92,0.56,3.22,0.05,spiral
obj_0017766,16.55,0.69,2.83,0.0,spiral
obj_0017767,16.09,0.74,1.98,0.3,spiral
obj_0017768,14.0,0.59,3.5,0.17,spiral
obj_0017769,16.6,0.51,1.68,0.2,spiral
obj_0017770,18.79,0.88,1.81,0.13,spiral
obj_0017771,16.05,0.86,2.7,0.23,elliptical
obj_0017772,13.61,0.91,3.08,0.18,spiral
obj_0017773,16.05,1.23,3.11,0.5,elliptical
obj_0017774,14.18,0.69,3.77,0.19,elliptical
obj_0017775,17.3,1.24,2.47,0.08,spiral
obj_0017776,16.79,1.08,2.95,0.14,spiral
obj_0017777,15.74,1.1,3.41,0.01,spiral
obj_0017778,15.5,0.75,1.77,0.48,elliptical
obj_0017779,15.68,0.9,2.47,0.09,spiral
obj_0017780,16.01,1.11,2.08,0.12,elliptical
obj_0017781,14.84,0.28,3.34,0.41,spiral
obj_0017782,13.92,0.59,3.51,0.22,spiral
obj_0017783,17.71,0.69,2.31,0.17,elliptical
obj_0017784,15.42,0.96,3.05,0.05,spiral
obj_0017785,16.25,0.82,2.6,0.08,spiral
obj_0017786,16.43,0.88,2.56,0.05,spiral
obj_0017787,16.48,0.76,2.29,0.33,spiral
obj_0017788,14.24,0.69,3.36,0.11,spiral
obj_0017789,13.49,0.12,3.44,0.51,elliptical
obj_0017790,15.12,0.47,3.16,0.13,spiral
obj_0017791,16.59,0.87,2.52,0.3,spiral
obj_0017792,14.91,0.61,3.04,0.23,spiral
obj_0017793,15.47,0.16,3.45,0.07,spiral
obj_0017794,19.19,0.45,3.38,0.21,spiral
obj_0017795,13.23,1.21,2.77,0.06,spiral
obj_0017796,14.87,0.16,1.64,0.08,spiral
obj_0017797,18.84,-0.08,2.27,0.08,spiral
obj_0017798,15.93,0.94,3.76,0.15,elliptical
obj_0017799,14.94,0.56,1.57,0.04,spiral
obj_0017800,17.75,0.77,3.61,0.27,elliptical
obj_0017801,16.08,0.87,2.4,0.23,spiral
obj_0017802,15.48,0.21,2.23,0.04,spiral
obj_0017803,16.29,0.87,0.59,0.06,elliptical
obj_0017804,15.01,-0.03,2.76,0.24,spiral
obj_0017805,14.47,0.7,3.08,0.04,spiral
obj_0017806,15.83,0.84,1.85,0.02,spiral
obj_0017807,14.48,0.65,1.4,0.21,spiral
obj_0017808,16.02,0.21,3.11,0.16,elliptical
obj_0017809,16.53,0.6,3.15,0.0,elliptical
obj_0017810,17.28,1.09,3.28,0.09,spiral
obj_0017811,17.69,0.77,2.44,0.02,spiral
obj_0017812,15.39,0.42,3.18,0.37,elliptical
obj_0017813,16.75,0.59,2.75,0.1,spiral
obj_0017814,16.74,0.89,2.52,0.27,spiral
obj_0017815,16.49,1.07,3.8,0.03,elliptical
obj_0017816,15.28,0.07,1.89,0.18,spiral
obj_0017817,14.46,0.94,2.28,0.4,spiral
obj_0017818,16.75,0.9,2.66,0.51,elliptical
obj_0017819,13.44,0.32,1.9,0.07,spiral
obj_0017820,15.6,0.75,3.07,0.17,elliptical
obj_0017821,12.17,0.52,3.26,0.12,spiral
obj_0017822,14.0,0.33,2.81,0.13,spiral
obj_0017823,14.68,0.56,2.51,0.44,spiral
obj_0017824,17.65,0.18,3.32,0.32,spiral
obj_0017825,17.03,0.62,3.02,0.07,elliptical
obj_0017826,15.17,0.46,3.32,0.48,spiral
obj_0017827,17.09,0.52,2.26,0.2,spiral
obj_0017828,17.33,0.51,3.7,0.33,spiral
obj_0017829,15.76,0.55,3.69,0.07,elliptical
obj_0017830,13.92,0.38,2.57,0.33,spiral
obj_0017831,15.69,-0.16,1.79,0.11,elliptical
obj_0017832,15.85,1.19,1.83,0.11,spiral
obj_0017833,14.15,1.12,2.61,0.01,elliptical
obj_0017834,16.55,0.82,1.82,0.19,spiral
obj_0017835,16.42,0.48,1.75,0.1,spiral
obj_0017836,16.67,0.84,1.91,0.02,elliptical
obj_0017837,16.42,0.08,4.21,0.08,spiral
obj_0017838,17.09,0.88,2.57,0.26,spiral
obj_0017839,15.73,0.44,2.6,0.15,spiral
obj_0017840,16.3,0.2,3.0,0.29,spiral
obj_0017841,15.4,0.95,1.47,0.07,spiral
obj_0017842,15.12,0.75,1.89,0.22,spiral
obj_0017843,18.01,0.45,2.53,0.07,spiral
obj_0017844,12.93,0.59,2.86,0.33,elliptical
obj_0017845,17.32,0.32,1.71,0.07,spiral
obj_0017846,15.07,0.76,2.99,0.36,spiral
obj_0017847,14.87,0.74,2.42,0.34,spiral
obj_0017848,16.39,0.71,3.03,0.35,spiral
obj_0017849,13.77,-0.04,3.25,0.15,spiral
obj_0017850,14.78,0.67,3.07,0.2,spiral
obj_0017851,14.73,0.26,3.79,0.26,spiral
obj_0017852,15.67,0.87,2.61,0.18,spiral
obj_0017853,14.79,0.58,2.61,0.17,elliptical
obj_0017854,18.4,1.26,1.82,0.18,elliptical
obj_0017855,18.7,0.43,3.34,0.58,spiral
obj_0017856,12.97,0.18,1.84,0.15,spiral
obj_0017857,16.82,0.35,2.28,0.34,spiral
obj_0017858,17.29,0.6,2.95,0.07,elliptical
obj_0017859,16.81,0.27,2.53,0.01,elliptical
obj_0017860,15.01,-0.12,2.69,0.1,spiral
obj_0017861,15.63,0.79,2.87,0.04,spiral
obj_0017862,14.88,1.22,2.64,0.13,spiral
obj_0017863,15.37,1.02,2.52,0.21,spiral
obj_0017864,14.19,0.49,2.91,0.46,spiral
obj_0017865,15.83,0.43,3.51,0.11,elliptical
obj_0017866,13.75,0.58,2.36,0.02,spiral
obj_0017867,15.7,0.94,1.75,0.44,spiral
obj_0017868,14.13,0.43,3.03,0.05,spiral
obj_0017869,16.31,0.54,3.21,0.02,spiral
obj_0017870,14.98,1.27,2.59,0.06,elliptical
obj_0017871,16.44,0.64,2.61,0.71,elliptical
obj_0017872,17.62,1.03,1.49,0.13,elliptical
obj_0017873,18.38,0.7,3.54,0.18,spiral
obj_0017874,12.21,0.59,1.92,0.18,spiral
obj_0017875,14.75,0.59,2.41,0.29,elliptical
obj_0017876,15.55,0.16,1.48,0.01,elliptical
obj_0017877,16.69,0.73,3.07,0.39,spiral
obj_0017878,13.52,0.75,2.52,0.04,elliptical
obj_0017879,14.53,0.28,2.67,0.03,spiral
obj_0017880,16.2,0.95,1.8,0.18,spiral
obj_0017881,16.13,0.63,1.81,0.07,spiral
obj_0017882,16.57,0.52,4.37,0.12,spiral
obj_0017883,16.67,1.06,2.6,0.05,spiral
obj_0017884,16.51,0.16,3.93,0.1,spiral
obj_0017885,16.29,0.73,2.16,0.0,spiral
obj_0017886,16.08,0.8,1.86,0.34,spiral
obj_0017887,17.0,0.68,2.53,0.21,spiral
obj_0017888,12.64,0.44,2.28,0.2,elliptical
obj_0017889,18.32,1.26,2.35,0.11,spiral
obj_0017890,12.69,0.82,1.5,0.19,elliptical
obj_0017891,14.38,0.32,4.16,0.01,elliptical
obj_0017892,15.66,0.41,2.39,0.35,elliptical
obj_0017893,17.01,0.05,4.42,0.08,elliptical
obj_0017894,11.51,0.55,2.0,0.02,spiral
obj_0017895,15.96,1.22,3.03,0.05,elliptical
obj_0017896,17.19,0.17,2.82,0.09,spiral
obj_0017897,17.49,0.69,2.31,0.0,spiral
obj_0017898,14.95,0.5,3.22,0.17,spiral
obj_0017899,15.55,0.7,1.89,0.31,spiral
obj_0017900,15.08,0.71,2.56,0.17,spiral
obj_0017901,15.41,0.65,0.89,0.08,spiral
obj_0017902,14.45,0.17,3.38,0.09,spiral
obj_0017903,14.67,0.35,2.11,0.08,spiral
obj_0017904,16.65,0.48,2.63,0.16,elliptical
obj_0017905,16.2,0.63,2.53,0.08,spiral
obj_0017906,16.74,1.01,1.75,0.1,spiral
obj_0017907,16.32,1.25,3.19,0.24,elliptical
obj_0017908,17.06,0.56,3.45,0.27,elliptical
obj_0017909,17.32,0.47,3.95,0.07,spiral
obj_0017910,13.39,0.64,2.54,0.15,elliptical
obj_0017911,14.72,0.68,3.81,0.42,spiral
obj_0017912,15.65,1.16,3.38,0.38,elliptical
obj_0017913,15.97,0.17,2.29,0.18,spiral
obj_0017914,14.99,0.81,0.51,0.25,spiral
obj_0017915,17.37,0.95,3.33,0.0,elliptical
obj_0017916,18.97,0.33,2.19,0.11,spiral
obj_0017917,16.28,0.99,2.89,0.01,spiral
obj_0017918,16.13,0.3,2.03,0.31,spiral
obj_0017919,17.27,0.15,1.9,0.05,spiral
obj_0017920,13.2,0.53,3.62,0.05,spiral
obj_0017921,16.04,0.83,0.61,0.03,elliptical
obj_0017922,17.47,0.03,1.65,0.04,elliptical
obj_0017923,15.04,0.08,0.76,0.0,spiral
obj_0017924,14.16,0.92,2.56,0.16,spiral
obj_0017925,15.72,0.55,1.65,0.02,spiral
obj_0017926,15.91,0.71,1.53,0.15,spiral
obj_0017927,14.64,0.78,2.04,0.0,elliptical
obj_0017928,19.14,0.16,2.66,0.27,spiral
obj_0017929,15.28,0.43,3.02,0.33,spiral
obj_0017930,14.27,0.59,3.12,0.09,elliptical
obj_0017931,15.86,0.33,3.71,0.16,elliptical
obj_0017932,17.36,0.48,1.94,0.08,spiral
obj_0017933,16.03,0.88,2.86,0.18,spiral
obj_0017934,16.73,-0.02,2.0,0.22,elliptical
obj_0017935,14.69,0.65,2.16,0.1,spiral
obj_0017936,18.23,0.29,2.55,0.37,spiral
obj_0017937,16.84,0.52,2.31,0.06,elliptical
obj_0017938,17.57,0.52,3.26,0.28,spiral
obj_0017939,16.55,0.63,2.52,0.19,spiral
obj_0017940,17.24,0.58,3.08,0.02,elliptical
obj_0017941,14.69,0.69,1.02,0.11,spiral
obj_0017942,15.26,0.78,2.43,0.12,elliptical
obj_0017943,18.02,0.13,4.19,0.01,elliptical
obj_0017944,18.34,0.5,1.85,0.28,spiral
obj_0017945,14.28,0.36,3.42,0.02,spiral
obj_0017946,16.37,0.08,3.25,0.24,elliptical
obj_0017947,15.35,0.3,3.14,0.09,elliptical
obj_0017948,14.95,0.91,3.0,0.03,spiral
obj_0017949,16.43,0.52,0.33,0.15,spiral
obj_0017950,17.71,0.75,2.69,0.01,spiral
obj_0017951,16.68,0.73,1.35,0.41,spiral
obj_0017952,15.52,0.33,1.99,0.01,elliptical
obj_0017953,16.77,0.76,1.76,0.0,elliptical
obj_0017954,15.46,0.27,2.26,0.02,elliptical
obj_0017955,16.62,0.82,2.6,0.03,elliptical
obj_0017956,18.09,0.42,3.98,0.6,spiral
obj_0017957,12.88,0.2,2.95,0.02,spiral
obj_0017958,17.2,0.64,2.24,0.05,spiral
obj_0017959,13.69,0.39,2.04,0.05,elliptical
obj_0017960,17.84,0.79,3.7,0.07,spiral
obj_0017961,15.04,0.81,2.86,0.11,spiral
obj_0017962,14.17,-0.3,4.53,0.45,elliptical
obj_0017963,17.04,1.63,1.99,0.08,elliptical
obj_0017964,16.55,0.21,3.3,0.25,spiral
obj_0017965,14.5,0.82,2.05,0.09,elliptical
obj_0017966,14.12,0.46,2.33,0.38,spiral
obj_0017967,15.72,0.7,3.05,0.34,spiral
obj_0017968,14.19,0.41,2.69,0.25,spiral
obj_0017969,14.41,1.04,1.97,0.13,elliptical
obj_0017970,16.17,0.17,2.65,0.34,spiral
obj_0017971,14.55,0.91,2.05,0.28,spiral
obj_0017972,16.64,0.03,4.08,0.15,spiral
obj_0017973,18.24,0.63,2.65,0.06,elliptical
obj_0017974,15.78,0.18,3.2,0.45,spiral
obj_0017975,16.2,0.81,2.8,0.12,elliptical
obj_0017976,19.03,0.7,2.26,0.33,elliptical
obj_0017977,14.22,0.76,2.93,0.04,spiral
obj_0017978,17.79,0.52,2.29,0.1,spiral
obj_0017979,17.61,0.52,1.89,0.26,spiral
obj_0017980,17.28,0.56,2.49,0.05,elliptical
obj_0017981,17.94,0.25,2.46,0.03,spiral
obj_0017982,16.42,1.37,3.13,0.09,spiral
obj_0017983,15.13,0.36,1.26,0.11,spiral
obj_0017984,17.64,0.48,0.88,0.08,elliptical
obj_0017985,17.7,0.7,3.15,0.6,elliptical
obj_0017986,17.66,0.47,1.98,0.21,elliptical
obj_0017987,16.07,0.69,0.82,0.03,spiral
obj_0017988,14.93,0.04,0.89,0.01,spiral
obj_0017989,16.29,0.59,3.08,0.24,spiral
obj_0017990,17.41,0.32,2.33,0.22,spiral
obj_0017991,17.54,0.72,3.31,0.05,elliptical
obj_0017992,15.36,1.06,2.33,0.27,elliptical
obj_0017993,16.47,1.17,1.62,0.0,elliptical
obj_0017994,14.04,0.46,3.09,0.1,spiral
obj_0017995,17.48,-0.15,2.81,0.29,spiral
obj_0017996,14.83,0.7,1.74,0.14,spiral
obj_0017997,17.18,0.49,1.73,0.15,spiral
obj_0017998,14.28,0.32,2.93,0.62,spiral
obj_0017999,17.55,0.68,2.16,0.25,spiral
obj_0018000,16.48,0.66,2.14,0.13,spiral
obj_0018001,14.83,0.81,2.92,0.04,spiral
obj_0018002,17.04,0.45,2.13,0.08,elliptical
obj_0018003,15.11,0.42,2.44,0.35,spiral
obj_0018004,17.12,0.41,1.74,0.16,spiral
obj_0018005,15.59,0.4,1.98,0.07,spiral
obj_0018006,13.42,0.8,4.01,0.02,spiral
obj_0018007,14.53,0.36,2.3,0.14,spiral
obj_0018008,15.35,0.17,2.86,0.27,spiral
obj_0018009,18.05,0.75,2.92,0.21,elliptical
obj_0018010,17.35,0.73,3.3,0.06,elliptical
obj_0018011,18.44,1.17,2.67,0.28,elliptical
obj_0018012,18.48,1.34,2.61,0.24,elliptical
obj_0018013,15.2,1.06,3.24,0.19,spiral
obj_0018014,15.72,0.8,1.21,0.2,elliptical
obj_0018015,15.38,0.59,4.28,0.05,spiral
obj_0018016,14.99,0.37,2.22,0.08,spiral
obj_0018017,13.24,1.27,3.39,0.09,spiral
obj_0018018,15.98,0.72,1.56,0.13,spiral
obj_0018019,14.07,1.04,2.99,0.09,spiral
obj_0018020,15.95,0.58,3.29,0.17,spiral
obj_0018021,19.17,0.75,2.78,0.19,spiral
obj_0018022,15.24,0.66,1.37,0.52,spiral
obj_0018023,16.29,0.4,2.8,0.16,elliptical
obj_0018024,17.36,0.76,3.76,0.1,elliptical
obj_0018025,16.42,1.28,3.46,0.09,elliptical
obj_0018026,16.44,0.44,2.3,0.13,elliptical
obj_0018027,15.46,0.54,2.17,0.02,elliptical
obj_0018028,15.65,0.05,2.2,0.18,spiral
obj_0018029,14.56,0.78,2.7,0.07,elliptical
obj_0018030,17.27,0.78,0.76,0.41,spiral
obj_0018031,13.39,0.77,1.53,0.34,spiral
obj_0018032,17.46,0.52,4.19,0.19,elliptical
obj_0018033,13.89,0.48,2.27,0.6,spiral
obj_0018034,17.44,0.66,1.33,0.13,spiral
obj_0018035,15.47,0.76,3.38,0.11,elliptical
obj_0018036,14.15,0.6,4.43,0.08,elliptical
obj_0018037,16.87,0.46,3.54,0.23,spiral
obj_0018038,17.39,0.12,2.85,0.26,spiral
obj_0018039,15.34,0.89,0.96,0.27,spiral
obj_0018040,17.08,0.64,3.07,0.02,spiral
obj_0018041,12.57,0.17,2.15,0.11,elliptical
obj_0018042,14.02,0.79,2.21,0.23,spiral
obj_0018043,17.94,0.8,1.25,0.02,spiral
obj_0018044,15.66,0.45,1.61,0.07,spiral
obj_0018045,13.21,0.29,3.14,0.01,spiral
obj_0018046,14.95,0.91,2.92,0.13,spiral
obj_0018047,14.61,0.45,2.93,0.37,spiral
obj_0018048,15.75,-0.11,1.86,0.2,elliptical
obj_0018049,15.44,0.58,2.4,0.46,spiral
obj_0018050,16.27,0.64,2.46,0.08,spiral
obj_0018051,15.9,0.63,1.74,0.1,elliptical
obj_0018052,18.04,0.39,3.46,0.06,elliptical
obj_0018053,16.64,0.62,2.42,0.32,spiral
obj_0018054,16.69,0.81,2.41,0.05,spiral
obj_0018055,17.75,-0.04,1.86,0.48,spiral
obj_0018056,15.42,0.76,3.38,0.58,elliptical
obj_0018057,14.11,0.85,1.68,0.22,spiral
obj_0018058,17.81,0.5,2.26,0.01,elliptical
obj_0018059,16.2,0.2,2.61,0.07,spiral
obj_0018060,16.21,0.87,1.26,0.31,elliptical
